시설명,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,요금,이용요금단위,오피스 타입,수용인원,운영시간(월),운영시간(화),운영시간(수),운영시간(목),운영시간(금),운영시간(토),운영시간(일),에어컨,카페_레스토랑,복사_인쇄기,택배발송서비스,도어락,콘센트,팩스,24시 운영,연중무휴,난방기,주차,공용라운지,공용주방,정수기,테라스_루프탑,간단한 다과_음료,개인락커,티비_프로젝터,화이트보드,인터넷_와이파이,샤워시설,창고,최종작성일,건물면적,연면적
[캔버스랩가로수길] 6인 오피스,서울특별시,강남구,신사동,,532-11 번지,가로수길,77 번,37.52302402,127.0223048,6028,서울특별시 강남구 가로수길 77,서울특별시 강남구 신사동 532-11,4620000,월,독립오피스,1명 ~ 6명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,2022-11-16,,
[캔버스랩가로수길] 8인 오피스,서울특별시,강남구,신사동,,532-11 번지,가로수길,77 번,37.52302402,127.0223048,6028,서울특별시 강남구 가로수길 77,서울특별시 강남구 신사동 532-11,5940000,월,독립오피스,1명 ~ 8명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,2022-11-16,309.17 ㎡,"2,565.16 ㎡"
[토즈 워크센터 강남2호] 1인실,서울특별시,강남구,역삼동,,832-7 번지,강남대로,320 번,37.49185331,127.0310482,6252,서울특별시 강남구 강남대로 320,서울특별시 강남구 역삼동 832-7,25000,일,독립오피스,1명 ~ 1명,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,휴무일,휴무일,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,2022-11-16,702.0 ㎡,"19,933.13 ㎡"
[토즈 워크센터 강남2호] 2인실,서울특별시,강남구,역삼동,,832-7 번지,강남대로,320 번,37.49185331,127.0310482,6252,서울특별시 강남구 강남대로 320,서울특별시 강남구 역삼동 832-7,50000,일,독립오피스,1명 ~ 2명,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,휴무일,휴무일,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,2022-11-16,702.0 ㎡,"19,933.13 ㎡"
[프리스타일]홍대 합정 독립오피스,서울특별시,마포구,서교동,,352-31 번지,월드컵북로1길,26 번,37.55478892,126.9198554,4031,서울특별시 마포구 월드컵북로1길 26,서울특별시 마포구 서교동 352-31,990000,월,독립오피스,1명 ~ 8명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,2022-11-16,0.0 ㎡,898.19 ㎡
[하남 미사] PLACE93,경기도,하남시,풍산동,,489 번지,미사강변서로,25 번,37.55265997,127.1828084,12918,경기도 하남시 미사강변서로 25,경기도 하남시 풍산동 489,462000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,2022-11-16,"11,682.09 ㎡","165,153.58 ㎡"
[할인] 시혜적동물 낙성대 오피스,서울특별시,관악구,봉천동,,1632-11 번지,남부순환로246길,18 번,37.47571446,126.9642194,8793,서울특별시 관악구 남부순환로246길 18,서울특별시 관악구 봉천동 1632-11,70000,일,독립오피스,1명 ~ 15명,05:00 ~ 22:00,05:00 ~ 22:00,05:00 ~ 22:00,05:00 ~ 22:00,05:00 ~ 22:00,05:00 ~ 22:00,05:00 ~ 22:00,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,2022-11-16,118.97 ㎡,558.0 ㎡
[할인] 시혜적동물 신림 오피스,서울특별시,관악구,신림동,,1417-49 번지,봉천로14길,21 번,37.48718511,126.9304591,8753,서울특별시 관악구 봉천로14길 21,서울특별시 관악구 신림동 1417-49,60000,일,독립오피스,1명 ~ 8명,05:00 ~ 22:00,05:00 ~ 22:00,05:00 ~ 22:00,05:00 ~ 22:00,05:00 ~ 22:00,05:00 ~ 22:00,05:00 ~ 22:00,Y,N,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,2022-11-16,- ㎡,- ㎡
[GARAGE 구리] 1인 사무실,경기도,구리시,수택동,,526-4 번지,검배로,7 번,37.6004001,127.1419304,11929,경기도 구리시 검배로 7,경기도 구리시 수택동 526-4,363000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,454.05 ㎡,"2,700.52 ㎡"
[GARAGE 구리] 2인 사무실,경기도,구리시,수택동,,526-4 번지,검배로,7 번,37.6004001,127.1419304,11929,경기도 구리시 검배로 7,경기도 구리시 수택동 526-4,561000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,454.05 ㎡,"2,700.52 ㎡"
[GARAGE 구리] 3인 사무실,경기도,구리시,수택동,,526-4 번지,검배로,7 번,37.6004001,127.1419304,11929,경기도 구리시 검배로 7,경기도 구리시 수택동 526-4,891000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,454.05 ㎡,"2,700.52 ㎡"
[GARAGE 구리] 4인 사무실,경기도,구리시,수택동,,526-4 번지,검배로,7 번,37.6004001,127.1419304,11929,경기도 구리시 검배로 7,경기도 구리시 수택동 526-4,1023000,월,독립오피스,1명 ~ 4명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,454.05 ㎡,"2,700.52 ㎡"
[GARAGE 구리] 5인 사무실,경기도,구리시,수택동,,526-4 번지,검배로,7 번,37.6004001,127.1419304,11929,경기도 구리시 검배로 7,경기도 구리시 수택동 526-4,1188000,월,독립오피스,1명 ~ 5명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,,
[GARAGE강남점]2인독립오피스,서울특별시,강남구,역삼동,,823-22 번지,테헤란로,128 번,37.49912979,127.0325908,6234,서울특별시 강남구 테헤란로 128,서울특별시 강남구 역삼동 823-22,1200000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,2022-11-16,229.32 ㎡,"2,867.24 ㎡"
[GARAGE강남점]3인독립오피스,서울특별시,강남구,역삼동,,823-22 번지,테헤란로,128 번,37.49912979,127.0325908,6234,서울특별시 강남구 테헤란로 128,서울특별시 강남구 역삼동 823-22,1400000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,229.32 ㎡,"2,867.24 ㎡"
[GARAGE강남점]4인독립오피스,서울특별시,강남구,역삼동,,823-22 번지,테헤란로,128 번,37.49912979,127.0325908,6234,서울특별시 강남구 테헤란로 128,서울특별시 강남구 역삼동 823-22,1620000,월,독립오피스,1명 ~ 4명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,2022-11-16,229.32 ㎡,"2,867.24 ㎡"
[GARAGE강남점]5인독립오피스,서울특별시,강남구,역삼동,,823-22 번지,테헤란로,128 번,37.49912979,127.0325908,6234,서울특별시 강남구 테헤란로 128,서울특별시 강남구 역삼동 823-22,2350000,월,독립오피스,1명 ~ 5명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,2022-11-16,229.32 ㎡,"2,867.24 ㎡"
[GARAGE강남점]6인독립오피스,서울특별시,강남구,역삼동,,823-22 번지,테헤란로,128 번,37.49912979,127.0325908,6234,서울특별시 강남구 테헤란로 128,서울특별시 강남구 역삼동 823-22,2680000,월,독립오피스,1명 ~ 6명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,2022-11-16,229.32 ㎡,"2,867.24 ㎡"
[GARAGE교대] 2인실,서울특별시,서초구,서초동,,1665-17 번지,서초중앙로18길,31 번,37.49164232,127.0160028,6634,서울특별시 서초구 서초중앙로18길 31,서울특별시 서초구 서초동 1665-17,1089000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,2022-11-16,195.8 ㎡,"1,244.95 ㎡"
[GARAGE교대] 4인실,서울특별시,서초구,서초동,,1665-17 번지,서초중앙로18길,31 번,37.49164232,127.0160028,6634,서울특별시 서초구 서초중앙로18길 31,서울특별시 서초구 서초동 1665-17,1793000,월,독립오피스,1명 ~ 4명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,2022-11-16,195.8 ㎡,"1,244.95 ㎡"
[GARAGE대전]1인독립오피스,대전광역시,서구,만년동,,386 번지,둔산대로117번길,66 번,36.36800006,127.3825816,35203,대전광역시 서구 둔산대로117번길 66,대전광역시 서구 만년동 386,440000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,2022-11-16,"1,893.24 ㎡","20,994.09 ㎡"
[GARAGE대전]2인독립오피스,대전광역시,서구,만년동,,386 번지,둔산대로117번길,66 번,36.36800006,127.3825816,35203,대전광역시 서구 둔산대로117번길 66,대전광역시 서구 만년동 386,825000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,2022-11-16,"1,893.24 ㎡","20,994.09 ㎡"
[GARAGE대전]3인독립오피스,대전광역시,서구,만년동,,386 번지,둔산대로117번길,66 번,36.36800006,127.3825816,35203,대전광역시 서구 둔산대로117번길 66,대전광역시 서구 만년동 386,1210000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,2022-11-16,"1,893.24 ㎡","20,994.09 ㎡"
[GARAGE대전]4인독립오피스,대전광역시,서구,만년동,,386 번지,둔산대로117번길,66 번,36.36800006,127.3825816,35203,대전광역시 서구 둔산대로117번길 66,대전광역시 서구 만년동 386,1485000,월,독립오피스,1명 ~ 4명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,2022-11-16,"1,893.24 ㎡","20,994.09 ㎡"
[GARAGE선정릉]3인독립오피스,서울특별시,강남구,삼성동,,112 번지,선릉로,578 번,37.51009721,127.0441581,6153,서울특별시 강남구 선릉로 578,서울특별시 강남구 삼성동 112,1650000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,2022-11-16,206.06 ㎡,"2,953.49 ㎡"
[GARAGE약수] 2인 사무실,서울특별시,중구,신당동,,424-7 번지,동호로14길,19 번,37.55654726,127.0106962,4607,서울특별시 중구 동호로14길 19,서울특별시 중구 신당동 424-7,1100000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,2022-11-16,103.11 ㎡,482.79 ㎡
[GARAGE약수] 3인 사무실,서울특별시,중구,신당동,,424-7 번지,동호로14길,19 번,37.55654726,127.0106962,4607,서울특별시 중구 동호로14길 19,서울특별시 중구 신당동 424-7,1650000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,2022-11-16,103.11 ㎡,482.79 ㎡
[GARAGE약수]4-5인 사무실,서울특별시,중구,신당동,,424-7 번지,동호로14길,19 번,37.55654726,127.0106962,4607,서울특별시 중구 동호로14길 19,서울특별시 중구 신당동 424-7,2200000,월,독립오피스,1명 ~ 5명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,2022-11-16,103.11 ㎡,482.79 ㎡
0.9M 쥬디스태화점 1인독립,부산광역시,부산진구,부전동,,192-2 번지,중앙대로,694 번,35.15472735,129.0596224,47295,부산광역시 부산진구 중앙대로 694,부산광역시 부산진구 부전동 192-2,352000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,2022-11-16,"1,523.92 ㎡","15,926.92 ㎡"
0.9M 쥬디스태화점 2인독립,부산광역시,부산진구,부전동,,192-2 번지,중앙대로,694 번,35.15472735,129.0596224,47295,부산광역시 부산진구 중앙대로 694,부산광역시 부산진구 부전동 192-2,704000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,2022-11-16,"1,523.92 ㎡","15,926.92 ㎡"
0.9M 쥬디스태화점 3인독립,부산광역시,부산진구,부전동,,192-2 번지,중앙대로,694 번,35.15472735,129.0596224,47295,부산광역시 부산진구 중앙대로 694,부산광역시 부산진구 부전동 192-2,900000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,2022-11-16,"1,523.92 ㎡","15,926.92 ㎡"
0.9M 쥬디스태화점 4인독립,부산광역시,부산진구,부전동,,192-2 번지,중앙대로,694 번,35.15472735,129.0596224,47295,부산광역시 부산진구 중앙대로 694,부산광역시 부산진구 부전동 192-2,1100000,월,독립오피스,1명 ~ 4명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,2022-11-16,"1,523.92 ㎡","15,926.92 ㎡"
"1,3인실 소호사무실 디오빌오피스",서울특별시,영등포구,당산2동,,11-33 번지,당산로,222 번,37.53324478,126.9022911,7214,서울특별시 영등포구 당산로 222,서울특별시 영등포구 당산동5가 11-33,495000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,- ㎡,- ㎡
102스타트업 프라이빗 1인실,경기도,고양시 일산동구,백석동,,1288-2 번지,중앙로,1080 번,37.64563853,126.7852311,10447,경기도 고양시 일산동구 중앙로 1080,경기도 고양시 일산동구 백석동 1288-2,275000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,"1,824.86 ㎡","22,944.78 ㎡"
102스타트업 프라이빗 3인실,경기도,고양시 일산동구,백석동,,1288-2 번지,중앙로,1080 번,37.64563853,126.7852311,10447,경기도 고양시 일산동구 중앙로 1080,경기도 고양시 일산동구 백석동 1288-2,598000,월,독립오피스,2명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,"1,824.86 ㎡","22,944.78 ㎡"
102스타트업 프라이빗2인실,경기도,고양시 일산동구,백석동,,1288-2 번지,중앙로,1080 번,37.64563853,126.7852311,10447,경기도 고양시 일산동구 중앙로 1080,경기도 고양시 일산동구 백석동 1288-2,495000,월,독립오피스,2명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,"1,824.86 ㎡","22,944.78 ㎡"
102스타트업 프라이빗2인실 내측,경기도,고양시 일산동구,백석동,,1288-2 번지,중앙로,1080 번,37.64563853,126.7852311,10447,경기도 고양시 일산동구 중앙로 1080,경기도 고양시 일산동구 백석동 1288-2,450000,월,독립오피스,2명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,"1,824.86 ㎡","22,944.78 ㎡"
1인 독립사무실 가온비즈니스센터,서울특별시,영등포구,당산2동,,217-4 번지,양평로,24 번,37.53325958,126.9037411,7223,서울특별시 영등포구 양평로 24,서울특별시 영등포구 당산동6가 217-4,330000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,2022-11-16,209.48 ㎡,"1,490.02 ㎡"
1인가산소호사무실 114소호사무실,서울특별시,금천구,가산동,,371-16 번지,가산디지털1로,137 번,37.47765869,126.8819304,8506,서울특별시 금천구 가산디지털1로 137,서울특별시 금천구 가산동 371-16,275000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,897.32 ㎡,"18,307.46 ㎡"
1인실 독립오피스 디오빌오피스_기본사용,서울특별시,영등포구,당산2동,,11-33 번지,당산로,222 번,37.53324478,126.9022911,7214,서울특별시 영등포구 당산로 222,서울특별시 영등포구 당산동5가 11-33,275000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,2022-11-16,- ㎡,- ㎡
"1인실 독립오피스,디오빌오피스_1개월(내측)",서울특별시,영등포구,당산2동,,11-33 번지,당산로,222 번,37.53324478,126.9022911,7214,서울특별시 영등포구 당산로 222,서울특별시 영등포구 당산동5가 11-33,275000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,- ㎡,- ㎡
1인영등포소호사무실114소호사무실,서울특별시,영등포구,양평1동,,15-1 번지,양산로,53 번,37.52563167,126.8889225,7271,서울특별시 영등포구 양산로 53,서울특별시 영등포구 양평동3가 15-1,275000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,2022-11-16,"2,611.53 ㎡","29,875.94 ㎡"
2인 독립실 가온비즈니센터,서울특별시,영등포구,당산2동,,217-4 번지,양평로,24 번,37.53325958,126.9037411,7223,서울특별시 영등포구 양평로 24,서울특별시 영등포구 당산동6가 217-4,550000,월,독립오피스,2명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,2022-11-16,209.48 ㎡,"1,490.02 ㎡"
2인 사무실,인천광역시,미추홀구,문학동,,329-3 번지,승학길,5-30 번,37.43999291,126.6783563,22231,인천광역시 미추홀구 승학길 5-30,인천광역시 미추홀구 문학동 329-3,250000,월,독립오피스,2명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,2022-11-16,389.84 ㎡,"1,497.57 ㎡"
2인실 독립오피스 디오빌오피스,서울특별시,영등포구,당산2동,,11-33 번지,당산로,222 번,37.53324478,126.9022911,7214,서울특별시 영등포구 당산로 222,서울특별시 영등포구 당산동5가 11-33,495000,월,독립오피스,2명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,- ㎡,- ㎡
3인 독립실 가온비즈니스센터,서울특별시,영등포구,당산2동,,217-4 번지,양평로,24 번,37.53325958,126.9037411,7223,서울특별시 영등포구 양평로 24,서울특별시 영등포구 당산동6가 217-4,715000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,2022-11-16,209.48 ㎡,"1,490.02 ㎡"
